id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,3:03,3:04,3:05,3:08,4:03,4:04,4:05,4:08,5:03,5:04,5:05,5:08,8:03,8:04,8:05,8:08
CPI-SC0CBC30AB7,COL9A1_a11b1 complex,simple:P20849,complex:a11b1 complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0092846B0,COL5A1_a11b1 complex,simple:P20908,complex:a11b1 complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC090DB3159,COL24A1_a1b1 complex,simple:Q17RW2,complex:a1b1 complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BA41B0D3,COL19A1_a1b1 complex,simple:Q14993,complex:a1b1 complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08AF9CA91,COL8A2_a11b1 complex,simple:P25067,complex:a11b1 complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC07E958BDE,COL5A3_a11b1 complex,simple:P25940,complex:a11b1 complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC01115AAD1,COL10A1_a1b1 complex,simple:Q03692,complex:a1b1 complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F590482E,COL9A2_a1b1 complex,simple:Q14055,complex:a1b1 complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08CC68F11,COL8A1_a11b1 complex,simple:P27658,complex:a11b1 complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F778DC8E,COL9A3_a1b1 complex,simple:Q14050,complex:a1b1 complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CE433AB8,COL4A5_a11b1 complex,simple:P29400,complex:a11b1 complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08BF895FC,COL13A1_a1b1 complex,simple:Q5TAT6,complex:a1b1 complex,ENSG00000197467,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A54B5323,COL6A2_a11b1 complex,simple:P12110,complex:a11b1 complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC03ADD2063,COL18A1_a11b1 complex,simple:P39060,complex:a11b1 complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC035953E6B,COL7A1_a1b1 complex,simple:Q02388,complex:a1b1 complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05B2AA866,COL12A1_a11b1 complex,simple:Q99715,complex:a11b1 complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC091173D82,COL4A4_a1b1 complex,simple:P53420,complex:a1b1 complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC06ACCFA52,COL24A1_a11b1 complex,simple:Q17RW2,complex:a11b1 complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC006E22794,COL1A2_a1b1 complex,simple:P08123,complex:a1b1 complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC069F9E62C,COL28A1_a11b1 complex,simple:Q2UY09,complex:a11b1 complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0545E2502,COL5A2_a1b1 complex,simple:P05997,complex:a1b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0672FBD31,COL4A1_a1b1 complex,simple:P02462,complex:a1b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BC63F8C0,COL3A1_a1b1 complex,simple:P02461,complex:a1b1 complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC016235D3A,COL2A1_a1b1 complex,simple:P02458,complex:a1b1 complex,ENSG00000139219,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D2BDC009,COL13A1_a11b1 complex,simple:Q5TAT6,complex:a11b1 complex,ENSG00000197467,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05F111D21,COL27A1_a11b1 complex,simple:Q8IZC6,complex:a11b1 complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F73E9099,COL1A1_a1b1 complex,simple:P02452,complex:a1b1 complex,ENSG00000108821,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BCD683D4,COL22A1_a11b1 complex,simple:Q8NFW1,complex:a11b1 complex,ENSG00000169436,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC089D4762F,COL6A5_a1b1 complex,simple:A8TX70,complex:a1b1 complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0B808E56A,COL6A6_a1b1 complex,simple:A6NMZ7,complex:a1b1 complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0247375A7,COL17A1_a11b1 complex,simple:Q9UMD9,complex:a11b1 complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC051B1E9C4,COL20A1_a11b1 complex,simple:Q9P218,complex:a11b1 complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0458F68A5,COL4A2_a1b1 complex,simple:P08572,complex:a1b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC07FB88720,COL4A3_a1b1 complex,simple:Q01955,complex:a1b1 complex,ENSG00000169031,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC06E5E0C83,COL11A1_a1b1 complex,simple:P12107,complex:a1b1 complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F4BC2909,COL6A2_a1b1 complex,simple:P12110,complex:a1b1 complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0014D5A6E,COL16A1_a11b1 complex,simple:Q07092,complex:a11b1 complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0B066E03C,COL4A6_a11b1 complex,simple:Q14031,complex:a11b1 complex,ENSG00000197565,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0EA3FC100,COL18A1_a1b1 complex,simple:P39060,complex:a1b1 complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC041215790,COL26A1_a11b1 complex,simple:Q96A83,complex:a11b1 complex,ENSG00000160963,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0EC572716,COL4A5_a1b1 complex,simple:P29400,complex:a1b1 complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02F06FF62,COL8A1_a1b1 complex,simple:P27658,complex:a1b1 complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0DAD29856,COL5A3_a1b1 complex,simple:P25940,complex:a1b1 complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC069F95780,COL8A2_a1b1 complex,simple:P25067,complex:a1b1 complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0B4BD965C,COL9A3_a11b1 complex,simple:Q14050,complex:a11b1 complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05992FDC8,COL5A1_a1b1 complex,simple:P20908,complex:a1b1 complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05B6D413B,COL9A1_a1b1 complex,simple:P20849,complex:a1b1 complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A8E69BC5,COL11A2_a1b1 complex,simple:P13942,complex:a1b1 complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0247E9ADB,COL9A2_a11b1 complex,simple:Q14055,complex:a11b1 complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0035F0B0F,COL19A1_a11b1 complex,simple:Q14993,complex:a11b1 complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02AE206BE,COL6A3_a1b1 complex,simple:P12111,complex:a1b1 complex,ENSG00000163359,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC09FDA4F45,COL6A1_a1b1 complex,simple:P12109,complex:a1b1 complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F8D27FBC,COL15A1_a1b1 complex,simple:P39059,complex:a1b1 complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0017F527E,COL18A1_a10b1 complex,simple:P39060,complex:a10b1 complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02017BE74,COL4A2_a11b1 complex,simple:P08572,complex:a11b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BDA7A63E,NPBWR1_NPW,simple:P48145,simple:Q8N729,ENSG00000183729,ENSG00000183971,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D5E1C3D2,NPBWR1_NPB,simple:P48145,simple:Q8NG41,ENSG00000183729,ENSG00000183979,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS032E9A219,CX3CR1_CX3CL1,simple:P49238,simple:P78423,ENSG00000168329,ENSG00000006210,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0974EB232,ACKR1_CCL17,simple:Q16570,simple:Q92583,ENSG00000213088,ENSG00000102970,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09CCC0451,INHBE_ACVR2B,simple:P58166,simple:Q13705,ENSG00000139269,ENSG00000114739,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BC884A75,QRFP_QRFPR,simple:P83859,simple:Q96P65,ENSG00000188710,ENSG00000186867,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06D13FCD3,DSC2_DSG2,simple:Q02487,simple:Q14126,ENSG00000134755,ENSG00000046604,FALSE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08B94BEB2,DSC1_DSG2,simple:Q08554,simple:Q14126,ENSG00000134765,ENSG00000046604,FALSE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B337B316,TEK_ANGPT1,simple:Q02763,simple:Q15389,ENSG00000120156,ENSG00000154188,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00BBA318F,TEK_ANGPT4,simple:Q02763,simple:Q9Y264,ENSG00000120156,ENSG00000101280,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09D5B5F9C,LRP1_ERFE,simple:Q07954,simple:Q4G0M1,ENSG00000123384,ENSG00000178752,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS083E7D88C,CRHR2_UCN2,simple:Q13324,simple:Q96RP3,ENSG00000106113,ENSG00000145040,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D00AAD2F,SEMA5A_PLXNB3,simple:Q13591,simple:Q9ULL4,ENSG00000112902,ENSG00000198753,FALSE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0893BD6B6,IL16_GRIN2C,simple:Q14005,simple:Q14957,ENSG00000172349,ENSG00000161509,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS027E57635,PROKR2_PROK2,simple:Q8NFJ6,simple:Q9HC23,ENSG00000101292,ENSG00000163421,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01CE67526,PROKR1_PROK2,simple:Q8TCW9,simple:Q9HC23,ENSG00000169618,ENSG00000163421,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0ACCAC836,RXFP3_INSL5,simple:Q9NSD7,simple:Q9Y5Q6,ENSG00000182631,ENSG00000172410,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00797FD15,EDA_EDA2R,simple:Q92838,simple:Q9HAV5,ENSG00000158813,ENSG00000131080,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05A8552D7,EDA_EDAR,simple:Q92838,simple:Q9UNE0,ENSG00000158813,ENSG00000135960,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04C672963,ESAM_ESAM,simple:Q96AP7,simple:Q96AP7,ENSG00000149564,ENSG00000149564,FALSE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FF51A757,TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,ENSG00000120337,ENSG00000186891,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07D56EB05,CMKLR1_RARRES2,simple:Q99788,simple:Q99969,ENSG00000174600,ENSG00000106538,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04CD88411,GPR1_RARRES2,simple:P46091,simple:Q99969,ENSG00000183671,ENSG00000106538,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DC2DD9D7,THPO_MPL,simple:P40225,simple:P40238,ENSG00000090534,ENSG00000117400,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06CBC985C,LTBR_LTB,simple:P36941,simple:Q06643,ENSG00000111321,ENSG00000227507,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06B94F144,NPR2_NPPC,simple:P20594,simple:P23582,ENSG00000159899,ENSG00000163273,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05F0AFA81,NPR3_OSTN,simple:P17342,simple:P61366,ENSG00000113389,ENSG00000188729,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02A170A99,SPN_SIGLEC1,simple:P16150,simple:Q9BZZ2,ENSG00000197471,ENSG00000088827,TRUE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03CC15FF3,PDGFRA_PDGFC,simple:P16234,simple:Q9NRA1,ENSG00000134853,ENSG00000145431,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03A3EE72E,FLT4_PDGFC,simple:P35916,simple:Q9NRA1,ENSG00000037280,ENSG00000145431,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F972435E,FLT4_VEGFC,simple:P35916,simple:P49767,ENSG00000037280,ENSG00000150630,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0273C9AED,KDR_VEGFC,simple:P35968,simple:P49767,ENSG00000128052,ENSG00000150630,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E0DEA7D5,PECAM1_CD38,simple:P16284,simple:P28907,ENSG00000261371,ENSG00000004468,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS081AD39D7,PECAM1_CD177,simple:P16284,simple:Q8N6Q3,ENSG00000261371,ENSG00000204936,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05E63FBEC,CXCR1_CXCL5,simple:P25024,simple:P42830,ENSG00000163464,ENSG00000163735,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC01C699B73,COL6A6_a10b1 complex,simple:A6NMZ7,complex:a10b1 complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SS087BD262F,CXCR2_CXCL5,simple:P25025,simple:P42830,ENSG00000180871,ENSG00000163735,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03EACE0E0,MST1_MST1R,simple:P26927,simple:Q04912,ENSG00000173531,ENSG00000164078,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS099C401F7,ACVR2A_INHBE,simple:P27037,simple:P58166,ENSG00000121989,ENSG00000139269,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0412C803A,TNFRSF8_TNFSF8,simple:P28908,simple:P32971,ENSG00000120949,ENSG00000106952,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08991B378,CD6_ALCAM,simple:P30203,simple:Q13740,ENSG00000013725,ENSG00000170017,TRUE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS085195142,TYRO3_GAS6,simple:Q06418,simple:Q14393,ENSG00000092445,ENSG00000183087,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00C069DCB,SSTR1_SST,simple:P30872,simple:P61278,ENSG00000139874,ENSG00000157005,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS024E1CF41,SSTR4_SST,simple:P31391,simple:P61278,ENSG00000132671,ENSG00000157005,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS083319328,NTSR1_NTS,simple:P30989,simple:P30990,ENSG00000101188,ENSG00000133636,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E5593D5C,BMP8B_PLAUR,simple:P34820,simple:Q03405,ENSG00000116985,ENSG00000011422,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D8148841,APLNR_APLN,simple:P35414,simple:Q9ULZ1,ENSG00000134817,ENSG00000171388,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C7012011,CXCR1_YARS,simple:P25024,simple:P54577,ENSG00000163464,ENSG00000134684,FALSE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0861656EC,COL11A1_a11b1 complex,simple:P12107,complex:a11b1 complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC00A0B0892,COL6A5_a10b1 complex,simple:A8TX70,complex:a10b1 complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0DA298BEC,COL2A1_a10b1 complex,simple:P02458,complex:a10b1 complex,ENSG00000139219,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0517A327B,COL9A3_a10b1 complex,simple:Q14050,complex:a10b1 complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC067EE23E1,COL9A2_a10b1 complex,simple:Q14055,complex:a10b1 complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC09DFB2ACA,COL19A1_a10b1 complex,simple:Q14993,complex:a10b1 complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC090311934,COL24A1_a10b1 complex,simple:Q17RW2,complex:a10b1 complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05D8C0EF5,COL28A1_a10b1 complex,simple:Q2UY09,complex:a10b1 complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0725E3A76,COL13A1_a10b1 complex,simple:Q5TAT6,complex:a10b1 complex,ENSG00000197467,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0C9CBDD21,COL27A1_a10b1 complex,simple:Q8IZC6,complex:a10b1 complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BA1D5E00,COL22A1_a10b1 complex,simple:Q8NFW1,complex:a10b1 complex,ENSG00000169436,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0147A8A42,COL26A1_a10b1 complex,simple:Q96A83,complex:a10b1 complex,ENSG00000160963,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02131C05A,COL12A1_a10b1 complex,simple:Q99715,complex:a10b1 complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0BF16A11C,COL20A1_a10b1 complex,simple:Q9P218,complex:a10b1 complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC06B4C6DD5,COL17A1_a10b1 complex,simple:Q9UMD9,complex:a10b1 complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC07E0348EF,COL6A6_a11b1 complex,simple:A6NMZ7,complex:a11b1 complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05CE52A12,COL6A5_a11b1 complex,simple:A8TX70,complex:a11b1 complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F7E26271,COL1A1_a11b1 complex,simple:P02452,complex:a11b1 complex,ENSG00000108821,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CF621D48,COL2A1_a11b1 complex,simple:P02458,complex:a11b1 complex,ENSG00000139219,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A8902C85,COL3A1_a11b1 complex,simple:P02461,complex:a11b1 complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A0532ADC,COL4A1_a11b1 complex,simple:P02462,complex:a11b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CFF5E19D,FN1_a11b1 complex,simple:P02751,complex:a11b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0DF641DAA,COL5A2_a11b1 complex,simple:P05997,complex:a11b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0681D30FE,COL1A2_a11b1 complex,simple:P08123,complex:a11b1 complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC05565E8CE,COL4A6_a10b1 complex,simple:Q14031,complex:a10b1 complex,ENSG00000197565,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F94B2CF9,COL16A1_a10b1 complex,simple:Q07092,complex:a10b1 complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC015980AEB,COL14A1_a10b1 complex,simple:Q05707,complex:a10b1 complex,ENSG00000187955,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A199B69E,COL10A1_a10b1 complex,simple:Q03692,complex:a10b1 complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC067433F6B,COL3A1_a10b1 complex,simple:P02461,complex:a10b1 complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0B6F1A278,COL4A1_a10b1 complex,simple:P02462,complex:a10b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D19BAF15,FN1_a10b1 complex,simple:P02751,complex:a10b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F516B854,COL5A2_a10b1 complex,simple:P05997,complex:a10b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC011F01833,COL1A2_a10b1 complex,simple:P08123,complex:a10b1 complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0FA79E269,COL4A2_a10b1 complex,simple:P08572,complex:a10b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
