id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,3:03,3:04,3:05,3:08,4:03,4:04,4:05,4:08,5:03,5:04,5:05,5:08,8:03,8:04,8:05,8:08
CPI-SS07155793F,ACKR3_CXCL12,simple:P25106,simple:P48061,ENSG00000144476,ENSG00000107562,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DCA69916,TNFRSF13B_TNFSF13,simple:O14836,simple:O75888,ENSG00000240505,ENSG00000161955,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05834E385,CD40_INSL3,simple:P25942,simple:P51460,ENSG00000101017,ENSG00000248099,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09F430F14,NGFR_IL2,simple:P08138,simple:P60568,ENSG00000064300,ENSG00000109471,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A93C11C8,NGFR_BDNF,simple:P08138,simple:P23560,ENSG00000064300,ENSG00000176697,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01BCB9360,NCAM1_BDNF,simple:P13591,simple:P23560,ENSG00000149294,ENSG00000176697,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C23EF34B,NCAM1_GDNF,simple:P13591,simple:P39905,ENSG00000149294,ENSG00000168621,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS027CDEA08,NOTCH2_DLL4,simple:Q04721,simple:Q9NR61,ENSG00000134250,ENSG00000128917,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS012B7C21D,NOTCH1_DLL4,simple:P46531,simple:Q9NR61,ENSG00000148400,ENSG00000128917,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D5C54214,LTA_RIPK1,simple:P01374,simple:Q13546,ENSG00000226979,ENSG00000137275,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CCD89E02,CCL25_ACKR4,simple:O15444,simple:Q9NPB9,ENSG00000131142,ENSG00000129048,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F9BBC31B,VIP_DPP4,simple:P01282,simple:P27487,ENSG00000146469,ENSG00000197635,TRUE,FALSE,TRUE,"InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FDAB7BA8,CXCL10_DPP4,simple:P02778,simple:P27487,ENSG00000169245,ENSG00000197635,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS006C6537E,MDK_LRP1,simple:P21741,simple:Q07954,ENSG00000110492,ENSG00000123384,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0472C478C,BMP7_PTPRK,simple:P18075,simple:Q15262,ENSG00000101144,ENSG00000152894,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CB863B46,WNT5A_PTPRK,simple:P41221,simple:Q15262,ENSG00000114251,ENSG00000152894,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS083CBFACD,MDK_SORL1,simple:P21741,simple:Q92673,ENSG00000110492,ENSG00000137642,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0014DB67C,CER1_MRC2,simple:O95813,simple:Q9UBG0,ENSG00000147869,ENSG00000011028,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05A26A1DE,PDGFB_PDGFRB,simple:P01127,simple:P09619,ENSG00000100311,ENSG00000113721,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FEEB187C,PDGFB_PDGFRA,simple:P01127,simple:P16234,ENSG00000100311,ENSG00000134853,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B70EB09E,PDGFA_PDGFRA,simple:P04085,simple:P16234,ENSG00000197461,ENSG00000134853,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CB4F2FE4,PDGFB_ADGRV1,simple:P01127,simple:Q8WXG9,ENSG00000100311,ENSG00000164199,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03D887978,IFNE_ADGRV1,simple:Q86WN2,simple:Q8WXG9,ENSG00000184995,ENSG00000164199,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BC7CD11B,LGALS9_MET,simple:O00182,simple:P08581,ENSG00000168961,ENSG00000105976,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS027E12A36,MDK_PTPRZ1,simple:P21741,simple:P23471,ENSG00000110492,ENSG00000106278,TRUE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05D7900BF,PTN_ALK,simple:P21246,simple:Q9UM73,ENSG00000105894,ENSG00000171094,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0193C3064,WNT1_FZD8,simple:P04628,simple:Q9H461,ENSG00000125084,ENSG00000177283,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D782F60B,WNT4_FZD8,simple:P56705,simple:Q9H461,ENSG00000162552,ENSG00000177283,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B2D5BA95,WNT5A_FZD1,simple:P41221,simple:Q9UP38,ENSG00000114251,ENSG00000157240,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DC5ADBF1,WNT1_FZD1,simple:P04628,simple:Q9UP38,ENSG00000125084,ENSG00000157240,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CA020C34,WNT4_FZD1,simple:P56705,simple:Q9UP38,ENSG00000162552,ENSG00000157240,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E4DE8215,WNT2_FZD1,simple:P09544,simple:Q9UP38,ENSG00000105989,ENSG00000157240,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E7523314,WNT3_FZD1,simple:P56703,simple:Q9UP38,ENSG00000108379,ENSG00000157240,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D81C6C1D,WNT7B_FZD1,simple:P56706,simple:Q9UP38,ENSG00000188064,ENSG00000157240,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01C2BA5C8,WNT5A_FZD2,simple:P41221,simple:Q14332,ENSG00000114251,ENSG00000180340,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS012AFC842,MDK_ALK,simple:P21741,simple:Q9UM73,ENSG00000110492,ENSG00000171094,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04A8E4200,ADIPOQ_CD200R1,simple:Q15848,simple:Q8TD46,ENSG00000181092,ENSG00000163606,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0133239EA,ADCYAP1_ADCYAP1R1,simple:P18509,simple:P41586,ENSG00000141433,ENSG00000078549,TRUE,FALSE,TRUE,"I2D,IMEx",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0098B5107,ADCYAP1_SCTR,simple:P18509,simple:P47872,ENSG00000141433,ENSG00000080293,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D377BBBF,ADCYAP1_DPP4,simple:P18509,simple:P27487,ENSG00000141433,ENSG00000197635,TRUE,FALSE,TRUE,"InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CDAC688B,CXCL2_DPP4,simple:P19875,simple:P27487,ENSG00000081041,ENSG00000197635,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01A6823FA,PF4_CXCR3,simple:P02776,simple:P49682,ENSG00000163737,ENSG00000186810,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS080683E15,CXCL10_CXCR3,simple:P02778,simple:P49682,ENSG00000169245,ENSG00000186810,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0EFE0B07A,CXCL12_CXCR3,simple:P48061,simple:P49682,ENSG00000107562,ENSG00000186810,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS040630206,CXCL2_CXCR1,simple:P19875,simple:P25024,ENSG00000081041,ENSG00000163464,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07AB1C381,PPBP_CXCR1,simple:P02775,simple:P25024,ENSG00000163736,ENSG00000163464,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D04AE221,CXCL3_CXCR1,simple:P19876,simple:P25024,ENSG00000163734,ENSG00000163464,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F562FEA5,CXCL2_CXCR2,simple:P19875,simple:P25025,ENSG00000081041,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C491A3C1,PPBP_CXCR2,simple:P02775,simple:P25025,ENSG00000163736,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS021F26C73,SCT_SCTR,simple:P09683,simple:P47872,ENSG00000070031,ENSG00000080293,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09185EA8F,CXCL3_CXCR2,simple:P19876,simple:P25025,ENSG00000163734,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07835EECF,VIP_AVPR1A,simple:P01282,simple:P37288,ENSG00000146469,ENSG00000166148,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00399ED03,AVP_AVPR1A,simple:P01185,simple:P37288,ENSG00000101200,ENSG00000166148,TRUE,FALSE,TRUE,"I2D,IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C8A09915,VIP_VIPR1,simple:P01282,simple:P32241,ENSG00000146469,ENSG00000114812,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS062DED513,ADCYAP1_VIPR1,simple:P18509,simple:P32241,ENSG00000141433,ENSG00000114812,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS003AFD9BA,GHRH_VIPR1,simple:P01286,simple:P32241,ENSG00000118702,ENSG00000114812,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0EC70F078,SCT_VIPR1,simple:P09683,simple:P32241,ENSG00000070031,ENSG00000114812,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05B60E59C,VIP_VIPR2,simple:P01282,simple:P41587,ENSG00000146469,ENSG00000106018,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02CCE14A7,ADCYAP1_VIPR2,simple:P18509,simple:P41587,ENSG00000141433,ENSG00000106018,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04A7BCE8D,NPPA_NPR3,simple:P01160,simple:P17342,ENSG00000175206,ENSG00000113389,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0230EE330,NPPA_NPR2,simple:P01160,simple:P20594,ENSG00000175206,ENSG00000159899,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS039863E62,CCL25_CCR9,simple:O15444,simple:P51686,ENSG00000131142,ENSG00000173585,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02C418D99,WNT2_FZD2,simple:P09544,simple:Q14332,ENSG00000105989,ENSG00000180340,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03F0B666C,BDNF_F11R,simple:P23560,simple:Q9Y624,ENSG00000176697,ENSG00000158769,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS093E05DD4,NTF3_NTRK2,simple:P20783,simple:Q16620,ENSG00000185652,ENSG00000148053,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0AECC113F,FGF10_FGFR2,simple:O15520,simple:P21802,ENSG00000070193,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0735F5C3A,TIMP1_FGFR2,simple:P01033,simple:P21802,ENSG00000102265,ENSG00000066468,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DC322B61,ROS1_FGFR2,simple:P08922,simple:P21802,ENSG00000047936,ENSG00000066468,TRUE,TRUE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0348DB5E3,FGFR1_FGFR2,simple:P11362,simple:P21802,ENSG00000077782,ENSG00000066468,TRUE,TRUE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D636A374,FGF2_FGFR3,simple:P09038,simple:P22607,ENSG00000138685,ENSG00000068078,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS015819E65,FGF1_FGFR3,simple:P05230,simple:P22607,ENSG00000113578,ENSG00000068078,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BC9F7E9E,FGF17_FGFR3,simple:O60258,simple:P22607,ENSG00000158815,ENSG00000068078,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E134097C,FGF18_FGFR3,simple:O76093,simple:P22607,ENSG00000156427,ENSG00000068078,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C2A73A10,FGF3_FGFR3,simple:P11487,simple:P22607,ENSG00000186895,ENSG00000068078,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS076D8A297,FGF5_FGFR3,simple:P12034,simple:P22607,ENSG00000138675,ENSG00000068078,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00E68BB92,FGF7_FGFR3,simple:P21781,simple:P22607,ENSG00000140285,ENSG00000068078,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BF3ED143,FGFR2_FGFR3,simple:P21802,simple:P22607,ENSG00000066468,ENSG00000068078,TRUE,TRUE,TRUE,"IMEx,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0CB6968B9,FGF2_FGFRL1,simple:P09038,simple:Q8N441,ENSG00000138685,ENSG00000127418,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C1BD22BC,SPP1_PTGER4,simple:P10451,simple:P35408,ENSG00000118785,ENSG00000171522,TRUE,FALSE,TRUE,"IMEx,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS068C742A1,FGF1_TGFBR3,simple:P05230,simple:Q03167,ENSG00000113578,ENSG00000069702,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS085EE60B1,TGFB1_TGFBR3,simple:P01137,simple:Q03167,ENSG00000105329,ENSG00000069702,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FB37E079,INHA_TGFBR3,simple:P05111,simple:Q03167,ENSG00000123999,ENSG00000069702,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D46E2B45,TGFB3_TGFBR3,simple:P10600,simple:Q03167,ENSG00000119699,ENSG00000069702,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0178F5C45,TGFB2_TGFBR3,simple:P61812,simple:Q03167,ENSG00000092969,ENSG00000069702,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS087B53ABF,JAM2_JAM3,simple:P57087,simple:Q9BX67,ENSG00000154721,ENSG00000166086,TRUE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F9D53834,JAM3_JAM3,simple:Q9BX67,simple:Q9BX67,ENSG00000166086,ENSG00000166086,TRUE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E928B8C8,FGF7_FGFR2,simple:P21781,simple:P21802,ENSG00000140285,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02FEAF02E,FGF5_FGFR2,simple:P12034,simple:P21802,ENSG00000138675,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06D341996,FGF3_FGFR2,simple:P11487,simple:P21802,ENSG00000186895,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F6A7A4DF,FGF18_FGFR2,simple:O76093,simple:P21802,ENSG00000156427,ENSG00000066468,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FEC87269,KLRG2_TNFSF9,simple:A4D1S0,simple:P41273,ENSG00000188883,ENSG00000125657,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00A8596B5,PVR_TNFSF9,simple:P15151,simple:P41273,ENSG00000073008,ENSG00000125657,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS044DF8749,KLRG2_WNT5B,simple:A4D1S0,simple:Q9H1J7,ENSG00000188883,ENSG00000111186,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F8ABC300,GALR2_GAL,simple:O43603,simple:P22466,ENSG00000182687,ENSG00000069482,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B84DAE3D,PVR_CD96,simple:P15151,simple:P40200,ENSG00000073008,ENSG00000153283,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C5E9FBFB,NECTIN1_NECTIN3,simple:Q15223,simple:Q9NQS3,ENSG00000110400,ENSG00000177707,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C9696AAA,CRTAM_CADM1,simple:O95727,simple:Q9BY67,ENSG00000109943,ENSG00000182985,FALSE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00661A3A4,NECTIN1_CADM3,simple:Q15223,simple:Q8N126,ENSG00000110400,ENSG00000162706,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01E0F2D2C,NECTIN1_NECTIN4,simple:Q15223,simple:Q96NY8,ENSG00000110400,ENSG00000143217,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03DA2A820,FGF2_CD44,simple:P09038,simple:P16070,ENSG00000138685,ENSG00000026508,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01158CABF,FFAR2_FAM3C,simple:O15552,simple:Q92520,ENSG00000126262,ENSG00000196937,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02AB0C3E0,SPP1_CD44,simple:P10451,simple:P16070,ENSG00000118785,ENSG00000026508,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03722104E,HGF_CD44,simple:P14210,simple:P16070,ENSG00000019991,ENSG00000026508,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01F67987A,FGF2_FGFR1,simple:P09038,simple:P11362,ENSG00000138685,ENSG00000077782,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0755A26DD,FGF1_FGFR1,simple:P05230,simple:P11362,ENSG00000113578,ENSG00000077782,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0467AFD8A,FGF17_FGFR1,simple:O60258,simple:P11362,ENSG00000158815,ENSG00000077782,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F2C6A4D4,FGF18_FGFR1,simple:O76093,simple:P11362,ENSG00000156427,ENSG00000077782,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03189F5F6,FGF10_FGFR1,simple:O15520,simple:P11362,ENSG00000070193,ENSG00000077782,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05A94DE17,FGF2_FGFR2,simple:P09038,simple:P21802,ENSG00000138685,ENSG00000066468,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04A97448D,FGF1_FGFR2,simple:P05230,simple:P21802,ENSG00000113578,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06B86672A,CD44_FGFR2,simple:P16070,simple:P21802,ENSG00000026508,ENSG00000066468,TRUE,TRUE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0330D939A,FGF17_FGFR2,simple:O60258,simple:P21802,ENSG00000158815,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0703338F5,LGALS9_CD44,simple:O00182,simple:P16070,ENSG00000168961,ENSG00000026508,TRUE,FALSE,TRUE,InnateDB,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02904BE32,GLRA2_FAM3C,simple:P23416,simple:Q92520,ENSG00000101958,ENSG00000196937,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E2431C09,PDCD1_FAM3C,simple:Q15116,simple:Q92520,ENSG00000188389,ENSG00000196937,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0AFC7BACF,ADGRG5_FAM3C,simple:Q8IZF4,simple:Q92520,ENSG00000159618,ENSG00000196937,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F00D756A,CD40_TNFSF13B,simple:P25942,simple:Q9Y275,ENSG00000101017,ENSG00000102524,TRUE,TRUE,FALSE,"I2D,InnateDB",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E2863F09,TNFRSF17_TNFSF13B,simple:Q02223,simple:Q9Y275,ENSG00000048462,ENSG00000102524,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09648FAA9,TNFRSF13C_TNFSF13B,simple:Q96RJ3,simple:Q9Y275,ENSG00000159958,ENSG00000102524,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09C4FCB90,ICAM1_SPN,simple:P05362,simple:P16150,ENSG00000090339,ENSG00000197471,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0ADA587B4,NGFR_NTF3,simple:P08138,simple:P20783,ENSG00000064300,ENSG00000185652,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00A6D366F,ADORA2A_NAMPT,simple:P29274,simple:P43490,ENSG00000128271,ENSG00000105835,TRUE,TRUE,FALSE,"I2D,IMEx,InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS074CF011C,ERBB4_NRG4,simple:Q15303,simple:Q8WWG1,ENSG00000178568,ENSG00000169752,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0855C0353,NRP1_PGF,simple:O14786,simple:P49763,ENSG00000099250,ENSG00000119630,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D22A09AD,NRP2_PGF,simple:O60462,simple:P49763,ENSG00000118257,ENSG00000119630,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E61DB5DF,FLT1_PGF,simple:P17948,simple:P49763,ENSG00000102755,ENSG00000119630,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03133B4F2,TFRC_TNFSF13B,simple:P02786,simple:Q9Y275,ENSG00000072274,ENSG00000102524,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0947A8549,FLT1_VEGFB,simple:P17948,simple:P49765,ENSG00000102755,ENSG00000173511,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F15C1AB3,NRP2_SEMA3F,simple:O60462,simple:Q13275,ENSG00000118257,ENSG00000001617,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0241A1F57,NRP2_SEMA3C,simple:O60462,simple:Q99985,ENSG00000118257,ENSG00000075223,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0268D47AD,CCL4_GPR152,simple:P13236,simple:Q8TDT2,ENSG00000275302,ENSG00000175514,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0714977CA,BDNF_GPR152,simple:P23560,simple:Q8TDT2,ENSG00000176697,ENSG00000175514,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
