"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rnaseh2b",6.54917323983201e-64,0.163982111132226,0.676,0.448,1.53388186450105e-59,"1","Rnaseh2b"
"Mrpl18",7.65395633615585e-64,0.185636103049474,0.867,0.692,1.79263311349106e-59,"1","Mrpl18"
"Zcwpw1",1.04345676027451e-63,0.163208028406241,0.478,0.259,2.44388007823892e-59,"1","Zcwpw1"
"Zfp36l1",1.15545441785806e-63,0.237997276938217,0.978,0.913,2.70618979206535e-59,"1","Zfp36l1"
"Atp6v0d1",1.26870435585487e-63,-0.201677283801532,0.702,0.763,2.97143247184768e-59,"1","Atp6v0d1"
"Mcm3",2.48427398235448e-63,-0.122043727892805,0.8,0.668,5.81841809407242e-59,"1","Mcm3"
"Slbp",4.64880500237411e-63,0.228300954844423,0.79,0.585,1.08879661960604e-58,"1","Slbp"
"Map1lc3a",4.94891912103596e-63,-0.210576377539925,0.493,0.606,1.15908634733783e-58,"1","Map1lc3a"
"Vps13b",8.24008971008749e-63,0.170982064550089,0.634,0.409,1.92991141099959e-58,"1","Vps13b"
"C1qbp",1.58856355112788e-62,-0.211599805495442,0.779,0.827,3.72057469309662e-58,"1","C1qbp"
"Clec4a3",1.84988560928496e-62,-0.243202573872177,0.327,0.501,4.3326170855063e-58,"1","Clec4a3"
"Slc6a6",2.26958164828635e-62,-0.211791223285908,0.863,0.876,5.31558717845146e-58,"1","Slc6a6"
"Npm1",3.22039319162451e-62,-0.201767518182728,0.996,0.998,7.54248289410376e-58,"1","Npm1"
"Rpa3",3.88622065808789e-62,0.145079692209015,0.522,0.3,9.10191740330766e-58,"1","Rpa3"
"Tmem119",4.60072652032189e-62,0.231930585206544,0.973,0.885,1.07753615832459e-57,"1","Tmem119"
"Gm11457",5.41469731753617e-62,0.0604256454922307,0.102,0.014,1.26817625874015e-57,"1","Gm11457"
"Pla2g4a",9.76373255272775e-62,0.198399165983967,0.789,0.59,2.28676380117437e-57,"1","Pla2g4a"
"Mlf1",1.06093173808838e-61,0.0565537059822557,0.108,0.016,2.4848082237768e-57,"1","Mlf1"
"Tmem144",1.08930095109292e-61,0.203881369129539,0.792,0.602,2.55125175755473e-57,"1","Tmem144"
"Dhfr",1.9382682333621e-61,0.0498006857525765,0.426,0.254,4.53961802935739e-57,"1","Dhfr"
"Hist2h4",3.13066099016538e-61,0.0660749340207786,0.117,0.02,7.33232110506633e-57,"1","Hist2h4"
"Ccdc25",4.01511565126696e-61,0.162125747958123,0.527,0.312,9.40380236683235e-57,"1","Ccdc25"
"Prdx5",6.40141114400615e-61,-0.209347585896356,0.929,0.939,1.49927450403768e-56,"1","Prdx5"
"Creb1",7.61649393115398e-61,0.173952517847867,0.783,0.573,1.78385904361557e-56,"1","Creb1"
"Smim14",1.04309240589976e-60,-0.201224103651119,0.439,0.58,2.44302672385784e-56,"1","Smim14"
"Smarcc1",4.96135941210324e-60,0.205961411845125,0.912,0.782,1.1619999879087e-55,"1","Smarcc1"
"Ubap2",6.01682677034016e-60,0.172187620645905,0.728,0.516,1.40920099788137e-55,"1","Ubap2"
"Speg",6.061161319773e-60,-0.18035382813241,0.281,0.443,1.41958459270404e-55,"1","Speg"
"Prim2",1.61814905639147e-59,0.134287224540525,0.429,0.224,3.78986690497446e-55,"1","Prim2"
"Pnrc1",2.15915231565659e-59,-0.221373061673622,0.624,0.691,5.05695063849929e-55,"1","Pnrc1"
"Csf3r",2.35139623247751e-59,-0.210096139910689,0.457,0.587,5.50720511608557e-55,"1","Csf3r"
"Rgs12",3.15366552630567e-59,0.125285670915174,0.348,0.161,7.3862000291605e-55,"1","Rgs12"
"Gcat",3.19255444020109e-59,0.097745711106262,0.275,0.111,7.47728175439497e-55,"1","Gcat"
"Cdk14",3.33365161993995e-59,0.166089992392742,0.552,0.335,7.80774545906135e-55,"1","Cdk14"
"Trim37",3.63053740039937e-59,0.14585097687262,0.463,0.254,8.50308164547535e-55,"1","Trim37"
"Tmem140",4.05171856346906e-59,-0.173558001157314,0.16,0.321,9.48953004750088e-55,"1","Tmem140"
"Hebp1",5.97633005445023e-59,-0.187005349430831,0.311,0.464,1.39971626205279e-54,"1","Hebp1"
"Mad1l1",6.29721460694007e-59,0.134508407359485,0.427,0.224,1.47487063309143e-54,"1","Mad1l1"
"Pbdc1",8.41853857990116e-59,0.165277869269323,0.698,0.483,1.97170592079865e-54,"1","Pbdc1"
"Fam72a",1.15990537217934e-58,0.128626600372238,0.354,0.167,2.71661437218123e-54,"1","Fam72a"
"Creg1",1.46082597611923e-58,-0.235133194751708,0.932,0.927,3.42140051866885e-54,"1","Creg1"
"Pold4",3.20224152458163e-58,-0.214137881390797,0.699,0.776,7.49996987472265e-54,"1","Pold4"
"Nop58",4.17452728449235e-58,0.163011480603908,0.842,0.647,9.77716035300953e-54,"1","Nop58"
"Spidr",6.07512201169725e-58,0.134422667361857,0.45,0.245,1.42285432635961e-53,"1","Spidr"
"Itgb3bp",6.08099308939387e-58,0.125119715665983,0.397,0.201,1.42422939146694e-53,"1","Itgb3bp"
"Uap1l1",6.55383939659294e-58,-0.20656396726123,0.51,0.603,1.53497472507603e-53,"1","Uap1l1"
"Haus1",2.43564064045297e-57,0.135173169930009,0.476,0.268,5.7045139440049e-53,"1","Haus1"
"Cep152",3.41963674707809e-57,0.124486217601484,0.384,0.192,8.00913122533159e-53,"1","Cep152"
"Tgfa",3.70673051013548e-57,-0.158865860622519,0.151,0.327,8.6815335277883e-53,"1","Tgfa"
"Marcksl1",1.02729496033936e-56,0.169307177052877,0.815,0.618,2.40602752661082e-52,"1","Marcksl1"
"Rad50",1.36686012570094e-56,0.208999137517851,0.817,0.635,3.20132310040417e-52,"1","Rad50"
"Opa3",1.60402514691057e-56,0.134144179526409,0.44,0.239,3.75678729657925e-52,"1","Opa3"
"Prdx3",2.55089134708663e-56,-0.168647172701525,0.542,0.619,5.97444262401159e-52,"1","Prdx3"
"Mrc1",4.53594646369385e-56,0.228041583421272,0.98,0.93,1.06236402126174e-51,"1","Mrc1"
"Ncoa4",5.19056909496846e-56,-0.213343068523646,0.687,0.753,1.21568318773256e-51,"1","Ncoa4"
"Usp2",8.39477903390042e-56,0.198667834936646,0.841,0.677,1.96614119752982e-51,"1","Usp2"
"Cep89",9.34482556742994e-56,0.146723444272165,0.433,0.233,2.18865159614777e-51,"1","Cep89"
"Hmox1",1.1634739629849e-55,-0.34507519929318,0.339,0.493,2.72497236870693e-51,"1","Hmox1"
"Bst2",1.26172790560465e-55,-0.30778478357255,0.855,0.877,2.95509292771665e-51,"1","Bst2"
"Dcxr",1.45171462532883e-55,-0.19340195643202,0.526,0.61,3.40006082398266e-51,"1","Dcxr"
"Sdf2l1",1.84472334130743e-55,-0.236282458050495,0.84,0.855,4.32052653767613e-51,"1","Sdf2l1"
"Piga",1.89981157766228e-55,0.0974805229443116,0.239,0.089,4.44954869604282e-51,"1","Piga"
"Chka",2.06298439349746e-55,0.162074952322374,0.745,0.537,4.83171574801041e-51,"1","Chka"
"H2-T23",3.07689083016051e-55,-0.191937805552223,0.279,0.44,7.20638601331892e-51,"1","H2-T23"
"AU020206",6.76220100608006e-55,0.166101097050147,0.71,0.5,1.58377509763401e-50,"1","AU020206"
"Cbfa2t3",6.85909135628939e-55,0.18350357536723,0.684,0.474,1.60646778655654e-50,"1","Cbfa2t3"
"Aldh2",1.04159868634858e-54,-0.201889856479994,0.78,0.803,2.439528283297e-50,"1","Aldh2"
"Rpa2",1.10870144978218e-54,0.0536845685188451,0.522,0.347,2.59668966553485e-50,"1","Rpa2"
"Man1c1",1.74421934959293e-54,-0.187538125734509,0.788,0.802,4.0851361386816e-50,"1","Man1c1"
"Fancm",2.00229097080341e-54,0.115146674195365,0.383,0.197,4.68956568271866e-50,"1","Fancm"
"Aig1",3.02138624253073e-54,-0.181625720866835,0.333,0.491,7.07638871863121e-50,"1","Aig1"
"Sox4",3.07055292614154e-54,-0.272985730848215,0.794,0.858,7.19154200831609e-50,"1","Sox4"
"Grn",4.72002785688998e-54,-0.195453660965911,1,0.996,1.1054777243622e-49,"1","Grn"
"Psap",5.2347681049595e-54,-0.195455370436793,1,0.998,1.22603503786256e-49,"1","Psap"
"Sart3",5.39682944414161e-54,0.159900067522685,0.619,0.41,1.26399142411241e-49,"1","Sart3"
"Cd68",6.08212089671203e-54,-0.210010250827072,0.995,0.991,1.42449353521892e-49,"1","Cd68"
"Fmnl1",8.44815594048576e-54,0.190136715250272,0.83,0.665,1.97864260282117e-49,"1","Fmnl1"
"Ifi27l2a",1.27643360641129e-53,-0.40387209819009,0.315,0.461,2.98953514957588e-49,"1","Ifi27l2a"
"Tsix",3.0320528053245e-53,0.183617626053839,0.452,0.264,7.10137087535052e-49,"1","Tsix"
"Ahctf1",1.02845524219396e-52,0.157607458980843,0.606,0.401,2.40874502274248e-48,"1","Ahctf1"
"AI413582",1.52523091121969e-52,-0.173940574135623,0.395,0.519,3.57224331716763e-48,"1","AI413582"
"Mdc1",1.52984250900358e-52,0.139491715847513,0.52,0.315,3.58304414033728e-48,"1","Mdc1"
"Atp6v1g1",1.69405946187955e-52,-0.201979112748577,0.959,0.951,3.96765666566809e-48,"1","Atp6v1g1"
"Cotl1",2.04017981963653e-52,-0.208819328017801,0.993,0.994,4.77830515557071e-48,"1","Cotl1"
"Nacc2",2.09712747819505e-52,-0.153953891316157,0.173,0.344,4.91168226668063e-48,"1","Nacc2"
"Anxa5",2.20925372132753e-52,-0.2592673099946,0.355,0.471,5.17429314072121e-48,"1","Anxa5"
"Serpine2",2.31198116279209e-52,-0.241343932726799,0.935,0.927,5.41489108137535e-48,"1","Serpine2"
"Snhg12",2.76902826772904e-52,-0.189820839895359,0.364,0.49,6.48534110584818e-48,"1","Snhg12"
"Fnip1",3.61154132586379e-52,0.167301004841476,0.776,0.583,8.45859093930559e-48,"1","Fnip1"
"Nin",5.15906361863108e-52,0.224065184422621,0.717,0.544,1.20830429011958e-47,"1","Nin"
"Orc6",6.81333454235666e-52,0.119820187364889,0.529,0.328,1.59575108316535e-47,"1","Orc6"
"Dctpp1",7.34059455005201e-52,0.169122909623682,0.889,0.735,1.71924064956768e-47,"1","Dctpp1"
"Ldhb",7.58173024981224e-52,-0.21221221692141,0.91,0.91,1.77571704180853e-47,"1","Ldhb"
"Sap30",9.55423692800605e-52,0.155526155761387,0.572,0.37,2.2376978309083e-47,"1","Sap30"
"Samhd1",1.17833163979005e-51,-0.204524471487476,0.37,0.526,2.75977053355228e-47,"1","Samhd1"
"Hsp90ab1",1.7182346354058e-51,-0.166723816605877,1,1,4.02427733958393e-47,"1","Hsp90ab1"
"Igf1",1.94396657557809e-51,-0.440728390394778,0.109,0.246,4.55296411666145e-47,"1","Igf1"
"Cln3",2.68873272676687e-51,-0.164943300383116,0.56,0.618,6.29728091936069e-47,"1","Cln3"
"Tfdp1",4.28724989275331e-51,0.153744641682433,0.652,0.447,1.00411679738175e-46,"1","Tfdp1"
"Nudcd2",7.43499052500234e-51,0.148127589976346,0.779,0.586,1.7413491308608e-46,"1","Nudcd2"
"Ndufv3",8.20532422081209e-51,-0.160200449549507,0.78,0.797,1.9217689857564e-46,"1","Ndufv3"
"Cebpb",1.25199012658282e-50,0.172419396832718,0.908,0.788,2.93228607546961e-46,"1","Cebpb"
"S100a13",1.82120080632997e-50,-0.156943088708578,0.589,0.642,4.26543440850541e-46,"1","S100a13"
"Pcna",4.60900402739016e-50,0.180562691368511,0.62,0.418,1.07947483325505e-45,"1","Pcna"
"Vps29",4.90568799688601e-50,-0.16793995306368,0.813,0.821,1.14896118575067e-45,"1","Vps29"
"Cep135",4.98887126892407e-50,0.143458106751391,0.45,0.259,1.16844353989471e-45,"1","Cep135"
"Ak6",5.70569869897877e-50,0.138565717380653,0.517,0.319,1.33633169228782e-45,"1","Ak6"
"Wdhd1",7.996429108957e-50,0.100075263449355,0.485,0.298,1.87284366160882e-45,"1","Wdhd1"
"Spg21",1.38496764323295e-49,-0.161796515261207,0.517,0.602,3.24373271721589e-45,"1","Spg21"
"Hp1bp3",1.73285550691255e-49,0.184855040145448,0.942,0.846,4.05852088273989e-45,"1","Hp1bp3"
"Msh2",1.81723108014213e-49,-0.174466446150871,0.226,0.402,4.25613691280089e-45,"1","Msh2"
"Scn1b",1.94704296844763e-49,-0.173482755398712,0.243,0.386,4.5601693364012e-45,"1","Scn1b"
"Cbx6",2.27373421126523e-49,0.128536521766157,0.462,0.269,5.32531289620429e-45,"1","Cbx6"
"Emsy",3.15344206817892e-49,0.156420213583569,0.578,0.378,7.38567666788185e-45,"1","Emsy"
"Etaa1",3.35041494359198e-49,0.11616619858908,0.488,0.293,7.84700683938677e-45,"1","Etaa1"
"Dusp3",3.68059783367298e-49,-0.188820273151021,0.38,0.516,8.62032818624548e-45,"1","Dusp3"
"1810058I24Rik",3.76469034831807e-49,-0.152082854213495,0.63,0.673,8.81728126479575e-45,"1","1810058I24Rik"
"Tgfbr2",4.81636035279068e-49,-0.168558890505139,0.798,0.806,1.1280397582271e-44,"1","Tgfbr2"
"4931406C07Rik",5.01434919726734e-49,-0.181767577615077,0.428,0.556,1.17441072549198e-44,"1","4931406C07Rik"
"D330045A20Rik",5.18510886196774e-49,0.0785893526150474,0.166,0.051,1.21440434656146e-44,"1","D330045A20Rik"
"Tcerg1",1.01487879692604e-48,0.160234178338575,0.836,0.662,2.37694763028049e-44,"1","Tcerg1"
"Itgam",2.44493164870573e-48,-0.238991713299106,0.925,0.907,5.7262744144337e-44,"1","Itgam"
"Soat1",2.88155766332128e-48,-0.182257212441138,0.527,0.597,6.74889620326477e-44,"1","Soat1"
"Plek",3.87415962287774e-48,-0.208419758120808,0.859,0.85,9.07366925274196e-44,"1","Plek"
"Cenps",4.47318288890592e-48,0.0919789420495197,0.333,0.169,1.04766416441066e-43,"1","Cenps"
"Nfya",5.60327563648478e-48,0.153255866677792,0.668,0.471,1.3123431868211e-43,"1","Nfya"
"Rbmx2",6.01511748987654e-48,0.103223089851722,0.338,0.169,1.40880066730399e-43,"1","Rbmx2"
"Dnajb14",7.31775482328007e-48,-0.194713056418908,0.664,0.709,1.71389135716042e-43,"1","Dnajb14"
"Acot1",7.97086329639295e-48,-0.119887275431213,0.08,0.223,1.86685589264819e-43,"1","Acot1"
"Ddx21",1.17289613835266e-47,-0.192591815506437,0.622,0.684,2.74704004563577e-43,"1","Ddx21"
"Rps2",1.9328963724787e-47,-0.130601530652138,1,1,4.52703659398236e-43,"1","Rps2"
"Faap24",2.26729108196592e-47,0.100472302683758,0.35,0.18,5.31022244307239e-43,"1","Faap24"
"Ankrd12",2.95232640945863e-47,-0.253949220865714,0.503,0.63,6.91464368359307e-43,"1","Ankrd12"
"Matk",3.67417316161003e-47,-0.203548379496426,0.496,0.602,8.60528096180686e-43,"1","Matk"
"Zfp518b",5.38032217071916e-47,0.0934993576761885,0.249,0.105,1.26012525560413e-42,"1","Zfp518b"
"Gpi1",5.55579265359168e-47,-0.168713842834977,0.913,0.913,1.30122219739771e-42,"1","Gpi1"
"Pa2g4",8.56841522547841e-47,0.170399781908681,0.91,0.791,2.0068085299593e-42,"1","Pa2g4"
"Gsto1",9.07417096940535e-47,-0.157991309701423,0.334,0.465,2.12526158274443e-42,"1","Gsto1"
"Zgrf1",1.29839963644234e-46,0.0911305897249328,0.293,0.14,3.0409817885116e-42,"1","Zgrf1"
"Hat1",1.38953422032499e-46,0.121195623369361,0.679,0.483,3.25442809742316e-42,"1","Hat1"
"Id2",1.75508408259068e-46,0.166832996116464,0.531,0.339,4.11058242983563e-42,"1","Id2"
"Kdm7a",2.89578907086998e-46,-0.192534027675793,0.401,0.547,6.78222758288458e-42,"1","Kdm7a"
"Ccl6",4.87851777213197e-46,-0.388047666429971,0.529,0.593,1.14259764741103e-41,"1","Ccl6"
"Hells",6.36440810886762e-46,-0.226124057051605,0.224,0.329,1.49060802317788e-41,"1","Hells"
"Mre11a",9.68404003776781e-46,0.121282471920332,0.465,0.278,2.2680990172456e-41,"1","Mre11a"
"Cdk19",9.86801038369697e-46,0.136116734208211,0.617,0.422,2.31118671196567e-41,"1","Cdk19"
"Mcm4",1.11431469579611e-45,-0.140321281414574,0.429,0.411,2.60983644902408e-41,"1","Mcm4"
"Hist1h2bc",1.14318399759151e-45,-0.20675730762518,0.51,0.461,2.67745124075908e-41,"1","Hist1h2bc"
"Cdt1",1.1895871572411e-45,-0.147009813133996,0.116,0.262,2.78613208097439e-41,"1","Cdt1"
"Sptbn1",1.61811470038019e-45,0.185763857220481,0.785,0.617,3.78978643976044e-41,"1","Sptbn1"
"Mtbp",2.58619113138045e-45,0.0915371660211151,0.241,0.102,6.05711824880614e-41,"1","Mtbp"
"Rpa1",2.67742873827851e-45,0.125371072939041,0.537,0.345,6.27080584792211e-41,"1","Rpa1"
"Sh2d3c",2.85395638831479e-45,0.123418465804877,0.431,0.25,6.68425125707206e-41,"1","Sh2d3c"
"Ms4a6d",3.4289618687221e-45,-0.179344802267726,0.561,0.616,8.03097159273404e-41,"1","Ms4a6d"
"Gpr165",6.22707297652724e-45,0.133556481871628,0.34,0.175,1.45844276183244e-40,"1","Gpr165"
"Ank2",7.32558573661068e-45,-0.235607604900392,0.468,0.575,1.71572543537159e-40,"1","Ank2"
"Zcchc11",1.0385639687183e-44,0.148479399631179,0.772,0.591,2.43242067113513e-40,"1","Zcchc11"
"Fth1",1.54806773541618e-44,-0.226491685153255,1,1,3.62572944311823e-40,"1","Fth1"
"Jpt2",1.5487457585631e-44,0.134048378305632,0.551,0.361,3.62731744113064e-40,"1","Jpt2"
"Fblim1",1.56598428557284e-44,-0.0841203409803904,0.033,0.141,3.66769179524015e-40,"1","Fblim1"
"Calm1",1.57492761937649e-44,-0.192327130543826,0.991,0.989,3.68863797734168e-40,"1","Calm1"
"Tpm4",1.63112735362202e-44,0.147750105888317,0.872,0.723,3.82026337491813e-40,"1","Tpm4"
"Rin2",1.76860080730579e-44,-0.175699353721196,0.793,0.816,4.1422399507909e-40,"1","Rin2"
"Mroh1",2.03194406665139e-44,-0.160358505087294,0.334,0.466,4.75901619850423e-40,"1","Mroh1"
"Atr",3.22066214011872e-44,0.13467164768089,0.63,0.437,7.54311279837206e-40,"1","Atr"
"Ccl9",4.99511326206114e-44,-0.29261629231541,0.458,0.521,1.16990547710734e-39,"1","Ccl9"
"Zranb3",8.67884622451671e-44,0.0831191804201828,0.238,0.103,2.03267257424406e-39,"1","Zranb3"
"Tex264",8.83998261223867e-44,-0.140289594358049,0.202,0.352,2.07041232761242e-39,"1","Tex264"
"Tnfsf12",1.1858990948267e-43,-0.125558107658944,0.124,0.255,2.77749426999361e-39,"1","Tnfsf12"
"Apoe",1.22445681951344e-43,-0.666593222867456,0.988,0.988,2.86780031698242e-39,"1","Apoe"
"Eif1a",1.25012884677415e-43,-0.179444589867203,0.406,0.526,2.92792677202973e-39,"1","Eif1a"
"Rpl22l1",2.15041527711746e-43,-0.191032968728248,0.942,0.954,5.0364876205368e-39,"1","Rpl22l1"
"Larp1b",3.48546597921621e-43,0.106898550581287,0.291,0.14,8.16330986992228e-39,"1","Larp1b"
"Magi3",3.83466093247781e-43,0.109425698785641,0.438,0.26,8.98115936995628e-39,"1","Magi3"
"Jmy",3.93013509882012e-43,-0.134719503526721,0.152,0.296,9.20476941494661e-39,"1","Jmy"
"Amdhd2",6.04506172579105e-43,-0.154576848981527,0.329,0.441,1.41581390679752e-38,"1","Amdhd2"
"Kcnk12",6.35061814886639e-43,0.132840108888693,0.645,0.456,1.487378276646e-38,"1","Kcnk12"
"Tor3a",9.72764327477372e-43,-0.172923814547522,0.279,0.424,2.27831133138475e-38,"1","Tor3a"
"Nasp",9.83007769306457e-43,0.0326112452208847,0.827,0.673,2.30230249649265e-38,"1","Nasp"
"Pold1",1.0706299449375e-42,0.0929554115044234,0.337,0.178,2.50752239403811e-38,"1","Pold1"
"Prr13",1.13142950201732e-42,-0.164907601867364,0.443,0.556,2.64992103667477e-38,"1","Prr13"
"Snx10",2.05832102601673e-42,-0.156983118893968,0.402,0.51,4.82079367503379e-38,"1","Snx10"
"Milr1",2.31991609005324e-42,0.171942180041186,0.783,0.622,5.43347547451369e-38,"1","Milr1"
"Ecscr",2.66005899821127e-42,-0.228648157654271,0.754,0.782,6.23012417971062e-38,"1","Ecscr"
"Larp7",2.90441704179702e-42,0.148299376320887,0.639,0.456,6.80243515359279e-38,"1","Larp7"
"Hspd1",2.99194877207472e-42,-0.18506541480804,0.878,0.873,7.00744321907621e-38,"1","Hspd1"
"2810474O19Rik",3.5610829453774e-42,0.173991415743821,0.872,0.741,8.34041236636841e-38,"1","2810474O19Rik"
"Fcgrt",4.78312711105085e-42,-0.203504452683822,0.918,0.907,1.12025620067922e-37,"1","Fcgrt"
"Gaa",5.83395934914904e-42,-0.1508802539717,0.36,0.476,1.3663716191642e-37,"1","Gaa"
"Smagp",7.86122059292315e-42,-0.169039984424844,0.345,0.461,1.84117647506853e-37,"1","Smagp"
"Gins2",9.60254649597277e-42,0.0586719400843395,0.527,0.365,2.24901241482178e-37,"1","Gins2"
"Impdh2",2.11639403090164e-41,0.136586528401221,0.789,0.619,4.95680645977473e-37,"1","Impdh2"
"Man2b2",2.33808999949879e-41,-0.138872125261602,0.381,0.472,5.47604058782611e-37,"1","Man2b2"
"Atp6v1e1",2.6913077552999e-41,-0.151320889535773,0.677,0.706,6.30331189368789e-37,"1","Atp6v1e1"
"Cebpa",2.73581748258278e-41,-0.173559306534831,0.503,0.591,6.40755812595713e-37,"1","Cebpa"
"C5ar1",3.43327901416845e-41,0.135798215453638,0.616,0.43,8.04108277908393e-37,"1","C5ar1"
"Lag3",3.54404646010144e-41,-0.265827630146266,0.352,0.431,8.30051121420357e-37,"1","Lag3"
"Nrp2",3.59704201223713e-41,-0.179673922031017,0.26,0.409,8.42463209686059e-37,"1","Nrp2"
"B930036N10Rik",4.44269621127144e-41,0.135311390319121,0.339,0.182,1.04052387964188e-36,"1","B930036N10Rik"
"Arl11",5.12084556966563e-41,-0.157057788691779,0.373,0.487,1.19935324087139e-36,"1","Arl11"
"Hspa4l",5.20120649126048e-41,0.104090456377937,0.321,0.167,1.21817457231812e-36,"1","Hspa4l"
"Ssx2ip",5.97200418651368e-41,0.0946509977840323,0.342,0.185,1.39870310052337e-36,"1","Ssx2ip"
"Pold2",1.01344192654953e-40,0.0905322061459793,0.399,0.235,2.37358233617164e-36,"1","Pold2"
"Zdhhc14",1.14180781871793e-40,-0.15545131257662,0.31,0.431,2.67422809221926e-36,"1","Zdhhc14"
"Lat2",1.23851702873956e-40,0.14546183777415,0.69,0.509,2.90073073301093e-36,"1","Lat2"
"Cd86",1.33566618720139e-40,-0.155023508479981,0.76,0.768,3.12826377704437e-36,"1","Cd86"
"Fkbp3",1.75647493525563e-40,0.147701684930021,0.846,0.702,4.1138399458622e-36,"1","Fkbp3"
"Pde7a",3.08530368800026e-40,0.0836553895896812,0.397,0.237,7.22608976766542e-36,"1","Pde7a"
"Fabp5",3.14522711833256e-40,-0.52099521660393,0.353,0.427,7.36643643384669e-36,"1","Fabp5"
"Gm13889",3.30971520114403e-40,0.0476450852567967,0.473,0.313,7.75168397259944e-36,"1","Gm13889"
"Lamb2",3.6907357365508e-40,0.0990254625306317,0.34,0.183,8.64407216857563e-36,"1","Lamb2"
"Kansl1l",4.86429582801215e-40,0.142324874840275,0.63,0.45,1.13926672587873e-35,"1","Kansl1l"
"Stip1",5.08447010666046e-40,0.142996116112718,0.735,0.564,1.19083374368095e-35,"1","Stip1"
"Acot13",6.1210310167007e-40,-0.131543958771788,0.48,0.532,1.43360667442147e-35,"1","Acot13"
"Pdgfb",7.40807175821362e-40,0.128754930830359,0.56,0.378,1.73504448649121e-35,"1","Pdgfb"
"Aunip",8.57917716259288e-40,0.0616971800571987,0.178,0.07,2.00932908325088e-35,"1","Aunip"
"Neu1",1.08990729099978e-39,-0.146104959014698,0.484,0.565,2.55267186625059e-35,"1","Neu1"
"Mcm8",1.25590263947004e-39,0.0758996644628859,0.193,0.077,2.94144957190277e-35,"1","Mcm8"
"Mien1",1.31322943623762e-39,-0.135159297274632,0.469,0.541,3.07571466261213e-35,"1","Mien1"
"N4bp2l1",1.9187444970457e-39,-0.139675703940274,0.237,0.361,4.49389148653074e-35,"1","N4bp2l1"
"Gng12",2.94082341953916e-39,-0.142778047177535,0.668,0.699,6.88770253090266e-35,"1","Gng12"
"Ms4a6b",4.47313889134048e-39,-0.191755834510717,0.724,0.761,1.04765385974085e-34,"1","Ms4a6b"
"Plcb2",5.18346387785901e-39,-0.14610925342543,0.27,0.387,1.21401907483336e-34,"1","Plcb2"
"Cdkn1a",5.84333475727426e-39,0.183329381799907,0.596,0.416,1.3685674335012e-34,"1","Cdkn1a"
"Clec5a",6.03009055604118e-39,0.142212861519467,0.654,0.478,1.4123075091304e-34,"1","Clec5a"
"Hist3h2ba",6.19492443760556e-39,0.0824524809307429,0.3,0.159,1.4509132525316e-34,"1","Hist3h2ba"
"Adgrg1",6.54847287779419e-39,-0.18218905103405,0.476,0.541,1.53371783270818e-34,"1","Adgrg1"
"Nop56",6.65879445227834e-39,0.113076127831718,0.898,0.759,1.55955624866811e-34,"1","Nop56"
"Alms1",8.26521119356674e-39,0.0904125260771973,0.354,0.2,1.93579511364527e-34,"1","Alms1"
"Slc1a3",9.34296770744749e-39,-0.155827839672944,0.16,0.296,2.18821646676128e-34,"1","Slc1a3"
"Colgalt1",9.3705682049632e-39,-0.13327360713059,0.859,0.844,2.19468077928443e-34,"1","Colgalt1"
"Pim1",1.27283126071836e-38,0.145187964087354,0.437,0.271,2.98109809572847e-34,"1","Pim1"
"Carf",1.36597075090357e-38,0.103187812205966,0.381,0.22,3.19924009569126e-34,"1","Carf"
"Pfkl",2.03513603520869e-38,-0.155776960624747,0.31,0.452,4.76649210806227e-34,"1","Pfkl"
"H2-K1",2.88252089811548e-38,-0.195228287576524,0.811,0.854,6.75115219547626e-34,"1","H2-K1"
"Tmem256",4.22687121286271e-38,-0.140962486524056,0.86,0.855,9.89975506764574e-34,"1","Tmem256"
"Tpd52",6.51740179571545e-38,-0.143964640290975,0.914,0.903,1.52644067457451e-33,"1","Tpd52"
"Ehd4",1.07503225218201e-37,-0.176616551871351,0.925,0.921,2.51783303783549e-33,"1","Ehd4"
"Srsf7",1.31022176655501e-37,0.108361316348445,0.922,0.797,3.06867039944849e-33,"1","Srsf7"
"Gnl3",2.00832242932299e-37,-0.195031157958878,0.627,0.688,4.70369196171738e-33,"1","Gnl3"
"Cebpz",2.01049285020302e-37,-0.18424031599859,0.719,0.771,4.7087753044605e-33,"1","Cebpz"
"Gga2",3.16239339663457e-37,-0.141539491820184,0.289,0.407,7.40664157425782e-33,"1","Gga2"
"Tmem209",3.73208258915987e-37,0.120000526093248,0.477,0.307,8.74091063207134e-33,"1","Tmem209"
"Gm42418",5.30397521869246e-37,-0.362836340966237,1,1,1.24224403596996e-32,"1","Gm42418"
"Nav3",5.69465625182116e-37,0.149856644077476,0.794,0.632,1.33374544073903e-32,"1","Nav3"
"Stim2",6.07815935230954e-37,0.0962772740193228,0.411,0.249,1.42356570190442e-32,"1","Stim2"
"Adipor1",6.0798062262269e-37,-0.13083951397907,0.759,0.758,1.4239514162446e-32,"1","Adipor1"
"Bex3",7.77385502732242e-37,0.134521733991239,0.63,0.458,1.82071458594918e-32,"1","Bex3"
"Hist4h4",1.11943579555823e-36,0.0535009351860897,0.105,0.027,2.62183057677692e-32,"1","Hist4h4"
"Bank1",1.171431188582e-36,0.0632703985032497,0.677,0.518,2.74360898677791e-32,"1","Bank1"
"Cd3eap",1.41608028239135e-36,-0.164842963090783,0.31,0.449,3.31660162938878e-32,"1","Cd3eap"
