"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Hist3h2a.3",1.95128591608079e-45,0.101141990217367,0.551,0.345,4.57010674405283e-41,"4","Hist3h2a"
"Dync1h1.2",2.37761308415177e-45,-0.193442644714106,0.832,0.822,5.56860760439185e-41,"4","Dync1h1"
"Pole2.2",2.41692914526929e-45,-0.129181970209935,0.055,0.196,5.6606897511352e-41,"4","Pole2"
"Cln3.3",2.77624943221746e-45,0.177024579905505,0.787,0.593,6.50225379519652e-41,"4","Cln3"
"Atp1a3.3",3.00035722943417e-45,0.0939388381170867,0.299,0.131,7.02713666705777e-41,"4","Atp1a3"
"Bcl7a.2",3.22658588357042e-45,-0.19673789769387,0.275,0.438,7.55698679791027e-41,"4","Bcl7a"
"Sapcd2.3",3.2995397798446e-45,-0.0927032093640585,0.01,0.123,7.72785211837404e-41,"4","Sapcd2"
"Prdx4.3",4.02878085994862e-45,-0.217678528088391,0.778,0.853,9.43580765208566e-41,"4","Prdx4"
"Pold1.2",4.03080937131143e-45,-0.11842198100918,0.063,0.212,9.44055862854851e-41,"4","Pold1"
"Hist1h2bb.2",5.9877539213991e-45,-0.0856826069753155,0.006,0.11,1.40239184593088e-40,"4","Hist1h2bb"
"Gstm5.3",9.72678173616111e-45,0.116005251567249,0.424,0.226,2.27810955042629e-40,"4","Gstm5"
"Slc38a6.2",1.03806808508387e-44,0.147610082337925,0.656,0.437,2.43125926207493e-40,"4","Slc38a6"
"Prune2.2",1.07511060032076e-44,0.169758118597833,0.631,0.413,2.51801653701125e-40,"4","Prune2"
"Slc1a5.3",1.40982265789874e-44,-0.120848879501378,0.064,0.2,3.30194564706463e-40,"4","Slc1a5"
"Zdhhc14.2",1.5365853382974e-44,0.160401638985474,0.614,0.396,3.59883652082633e-40,"4","Zdhhc14"
"Dis3.2",1.65013833758066e-44,-0.155021134218388,0.163,0.322,3.86478900044767e-40,"4","Dis3"
"Atf4.2",1.67117189874961e-44,-0.189808970266622,0.556,0.64,3.91405170406147e-40,"4","Atf4"
"Brd3.3",1.92221848241048e-44,-0.19508776219313,0.51,0.615,4.50202790765358e-40,"4","Brd3"
"Hmgxb4.2",2.08269859527775e-44,-0.199419720990781,0.355,0.522,4.87788838000001e-40,"4","Hmgxb4"
"Wdr43.2",2.45503037938901e-44,-0.20231490291261,0.502,0.602,5.749926651567e-40,"4","Wdr43"
"Mdm1.2",3.40644101557569e-44,-0.14038832600035,0.097,0.25,7.97822550257981e-40,"4","Mdm1"
"Fancm.3",3.40647503206462e-44,-0.141825003959715,0.08,0.235,7.97830517259855e-40,"4","Fancm"
"Rrp1b.3",4.12823542258422e-44,-0.182693450608506,0.249,0.396,9.66874018323449e-40,"4","Rrp1b"
"Abca9.3",6.0667870477983e-44,0.220787327961396,0.946,0.851,1.42090219446484e-39,"4","Abca9"
"Mrpl18.2",6.30623312396848e-44,-0.165100332529999,0.691,0.716,1.47698285996466e-39,"4","Mrpl18"
"Prdx3.2",6.61066802398325e-44,0.178955052970628,0.773,0.593,1.54828455789712e-39,"4","Prdx3"
"Oip5.2",8.1199314318003e-44,-0.0846888213843588,0.016,0.13,1.90176914064195e-39,"4","Oip5"
"Cdt1.2",8.76334740882411e-44,-0.158827390261767,0.111,0.257,2.0524635966207e-39,"4","Cdt1"
"Sass6.3",8.92019246364444e-44,-0.185372658290571,0.319,0.432,2.08919827691016e-39,"4","Sass6"
"Clec4a3.2",9.64559381943938e-44,0.213245082035192,0.667,0.461,2.2590945284509e-39,"4","Clec4a3"
"Prox1.2",1.2453882504512e-43,0.0958234897640024,0.296,0.131,2.91682382138175e-39,"4","Prox1"
"Cadm1.2",1.76699825571666e-43,0.219580990864704,0.728,0.536,4.138486614714e-39,"4","Cadm1"
"E2f2.2",1.85378986004057e-43,-0.0927919646456761,0.019,0.131,4.34176123120101e-39,"4","E2f2"
"Nin.3",1.93606052950486e-43,-0.215345844021052,0.489,0.573,4.53444736615334e-39,"4","Nin"
"Ms4a6d.3",1.94588563638731e-43,0.200503230907843,0.773,0.592,4.55745874898272e-39,"4","Ms4a6d"
"Plekhm1.1",2.08852268932756e-43,0.0835920552598698,0.262,0.108,4.89152899067407e-39,"4","Plekhm1"
"Maml3.3",2.45721162466063e-43,-0.213717721625357,0.451,0.6,5.75503534611767e-39,"4","Maml3"
"Nup155.3",3.93114617757357e-43,-0.165138213696015,0.217,0.372,9.20713746249505e-39,"4","Nup155"
"Ddx11.2",4.19749099793644e-43,-0.118762225942043,0.066,0.209,9.83094366626693e-39,"4","Ddx11"
"Chaf1b.2",5.49108312118121e-43,-0.138517285349645,0.089,0.218,1.28606657781185e-38,"4","Chaf1b"
"Ppat.2",7.84100098295403e-43,-0.149665987873484,0.153,0.29,1.83644084021766e-38,"4","Ppat"
"Arl6ip6.2",9.43573877924676e-43,-0.165240073525364,0.273,0.376,2.20994437948738e-38,"4","Arl6ip6"
"Haus5.2",1.03073603410914e-42,-0.114385505044666,0.06,0.203,2.41408686548701e-38,"4","Haus5"
"Tbc1d31.2",1.19527696317203e-42,-0.197846847182596,0.277,0.428,2.79945817544522e-38,"4","Tbc1d31"
"Cdc25c.3",1.29709950528609e-42,-0.0849710621085386,0.012,0.116,3.03793675133055e-38,"4","Cdc25c"
"Lcorl.2",1.31173385607468e-42,-0.216791962671753,0.655,0.684,3.07221186431252e-38,"4","Lcorl"
"Bank1.3",1.39305538100114e-42,-0.209569714836305,0.374,0.554,3.26267500784276e-38,"4","Bank1"
"Gm38843.1",1.64622569183912e-42,0.139028390289959,0.484,0.28,3.85562519285641e-38,"4","Gm38843"
"Rnaseh2b.2",1.89310460464799e-42,-0.156546492783704,0.389,0.485,4.43384029454605e-38,"4","Rnaseh2b"
"Nup43.2",2.53172934721051e-42,-0.114524302338529,0.085,0.221,5.92956330410172e-38,"4","Nup43"
"Terf1.2",3.170497826463e-42,-0.186024011328743,0.295,0.429,7.42562295935899e-38,"4","Terf1"
"Atp6v1e1.3",3.24186483796255e-42,0.187845354276095,0.833,0.689,7.59277163699209e-38,"4","Atp6v1e1"
"Tubg1.2",3.66997517179918e-42,-0.147016429298926,0.192,0.333,8.59544884987085e-38,"4","Tubg1"
"Pif1.3",4.0889614935869e-42,-0.106718377639097,0.012,0.12,9.57675671412989e-38,"4","Pif1"
"Lmnb2.2",5.681976810534e-42,-0.117392192840922,0.072,0.22,1.33077578879517e-37,"4","Lmnb2"
"Mrpl51.3",5.80505452182173e-42,-0.168447099689516,0.672,0.708,1.35960181955587e-37,"4","Mrpl51"
"Ddt.2",6.21504794233463e-42,0.143951573000383,0.597,0.387,1.45562637857419e-37,"4","Ddt"
"Alms1.3",6.2750143086231e-42,-0.139796396917941,0.087,0.233,1.46967110122262e-37,"4","Alms1"
"Mras.2",7.0572903563879e-42,0.06709412256108,0.236,0.098,1.65288797436961e-37,"4","Mras"
"Gpatch4.2",8.33478425345426e-42,-0.169237179313597,0.219,0.365,1.95208982000152e-37,"4","Gpatch4"
"Timm8a1.2",8.49097347799802e-42,-0.147240785938466,0.196,0.346,1.98867089828192e-37,"4","Timm8a1"
"Grap.1",8.51557352172474e-42,-0.171290837169865,0.273,0.425,1.99443247452315e-37,"4","Grap"
"Aes.1",9.10808225408722e-42,0.180109661743953,0.958,0.93,2.13320394472977e-37,"4","Aes"
"Insig1.2",1.14992138415244e-41,-0.170747471368992,0.155,0.3,2.69323087382343e-37,"4","Insig1"
"Msh6.2",1.96723202418037e-41,-0.171671757559112,0.227,0.353,4.60745412383284e-37,"4","Msh6"
"Mis12.2",2.01125747134866e-41,-0.158395064289517,0.213,0.351,4.71056612364569e-37,"4","Mis12"
"Bcar3",2.55504290442981e-41,0.0650422979503126,0.152,0.042,5.98416598646507e-37,"4","Bcar3"
"AC160336.1.2",3.29073209381799e-41,-0.280792600133468,0.522,0.633,7.70722363693112e-37,"4","AC160336.1"
"Sdf2l1.3",3.42594176575796e-41,-0.2320337360206,0.787,0.86,8.02389820958172e-37,"4","Sdf2l1"
"Mettl1.2",3.58331549676324e-41,-0.171418999682774,0.218,0.367,8.39248322496918e-37,"4","Mettl1"
"Taf1.3",4.4363594206731e-41,-0.174220366285763,0.426,0.516,1.03903973991585e-36,"4","Taf1"
"Igsf6.3",5.35458484815185e-41,0.16616567028517,0.69,0.486,1.25409731728564e-36,"4","Igsf6"
"Nfxl1.1",5.36027088801051e-41,-0.205279758787865,0.453,0.574,1.25542904468094e-36,"4","Nfxl1"
"Donson.3",7.12780031681484e-41,-0.126530903349633,0.083,0.223,1.6694021122012e-36,"4","Donson"
"Lyar.2",7.59464169310067e-41,-0.169871951551083,0.26,0.408,1.77874103094111e-36,"4","Lyar"
"Slc46a3.3",8.8557488066302e-41,0.171402885244857,0.692,0.495,2.07410492800086e-36,"4","Slc46a3"
"Nav1.3",9.05181249259264e-41,-0.250286530648062,0.423,0.521,2.12002500389012e-36,"4","Nav1"
"Tcof1.2",9.73522963129906e-41,-0.159053797085361,0.403,0.49,2.28008813194655e-36,"4","Tcof1"
"Gaa.2",1.01735851067525e-40,0.138327855911558,0.651,0.442,2.3827553678525e-36,"4","Gaa"
"Xrcc6.2",1.17453656387302e-40,-0.138390828228047,0.176,0.311,2.750882086247e-36,"4","Xrcc6"
"Rhoq.2",2.21001238416532e-40,0.123061636394584,0.599,0.393,5.17607000495359e-36,"4","Rhoq"
"Cebpb.3",2.21607902094771e-40,-0.172289636834733,0.788,0.805,5.19027867496164e-36,"4","Cebpb"
"Ms4a7",2.5145209870426e-40,0.0280820162089894,0.109,0.03,5.88925960375246e-36,"4","Ms4a7"
"Paics.2",2.72282240841111e-40,-0.163733596448248,0.64,0.663,6.37712236273966e-36,"4","Paics"
"Sdad1.2",2.98410335989182e-40,-0.171237230866334,0.295,0.431,6.98906847920263e-36,"4","Sdad1"
"Cspp1.3",3.61938924065692e-40,-0.202063602071998,0.571,0.64,8.47697154054257e-36,"4","Cspp1"
"Hist1h2an.2",4.04618201989604e-40,-0.0779313860608894,0.008,0.105,9.47656290879851e-36,"4","Hist1h2an"
"Sqstm1.3",4.21745438486394e-40,0.142286576286201,0.652,0.446,9.87769991478984e-36,"4","Sqstm1"
"Gsto1.3",5.65152655992707e-40,0.141495123587448,0.635,0.429,1.32364403560052e-35,"4","Gsto1"
"C3ar1.3",6.42821500864852e-40,0.210649466044442,0.921,0.842,1.50555223717557e-35,"4","C3ar1"
"Rbm15.2",7.24137022482848e-40,-0.158111625674489,0.245,0.381,1.69600132035708e-35,"4","Rbm15"
"Nup205.2",7.90868039058119e-40,-0.144471969151679,0.203,0.343,1.85229203427802e-35,"4","Nup205"
"Tfrc.2",9.11715390936532e-40,-0.132823374993246,0.082,0.211,2.13532861711245e-35,"4","Tfrc"
"Tmem176b.3",9.32207737076145e-40,-0.232392078179515,0.891,0.95,2.18332374100604e-35,"4","Tmem176b"
"Umps.2",9.77850271236827e-40,-0.15651556486808,0.298,0.425,2.29022312026377e-35,"4","Umps"
"Papd7.1",1.25746437024121e-39,-0.138359627777007,0.131,0.28,2.94510730154193e-35,"4","Papd7"
"Acsl5.3",1.2713484322056e-39,-0.183809641588365,0.584,0.638,2.97762516306874e-35,"4","Acsl5"
"Hpgd.3",1.27148879645599e-39,0.240535601890599,0.92,0.832,2.97795391017958e-35,"4","Hpgd"
"mt-Nd2.3",1.34169853956387e-39,-0.16498780909055,1,1,3.14239214951253e-35,"4","mt-Nd2"
"Lhfpl2.1",1.35449763513248e-39,0.132759636087312,0.525,0.324,3.17236891124377e-35,"4","Lhfpl2"
"Atr.2",1.46674526899612e-39,-0.185517968607584,0.33,0.474,3.43526409451582e-35,"4","Atr"
"N4bp2l1.1",1.46675485039658e-39,0.125133010604805,0.528,0.327,3.43528653511383e-35,"4","N4bp2l1"
"Fmnl1.3",1.55890997135075e-39,-0.19556170126171,0.597,0.695,3.65112304390059e-35,"4","Fmnl1"
"Stard4.2",1.72160912541988e-39,-0.122921182665568,0.063,0.199,4.0321807326459e-35,"4","Stard4"
"Tgfa.2",1.91707727231523e-39,0.0991313809792751,0.475,0.288,4.48998667948951e-35,"4","Tgfa"
"Myo1e.2",1.93488150566913e-39,0.150969756953885,0.441,0.252,4.53168597442767e-35,"4","Myo1e"
"Ppm1h.2",2.35780781745322e-39,0.161462484817474,0.762,0.573,5.52222168925719e-35,"4","Ppm1h"
"Hist1h4h.2",3.48015714260303e-39,-0.15358972877796,0.106,0.227,8.15087604369055e-35,"4","Hist1h4h"
"Cdkn2a.2",3.68977095167718e-39,-0.0984031933321777,0.04,0.165,8.64181254592313e-35,"4","Cdkn2a"
"Mxd3.3",3.71037216331618e-39,-0.0814705179856174,0.011,0.111,8.69006264370282e-35,"4","Mxd3"
"Pold3.2",3.80798606613143e-39,-0.151429891955284,0.273,0.37,8.91868416548643e-35,"4","Pold3"
"Phyh.1",4.62783557517105e-39,0.127715014000671,0.55,0.348,1.08388537006081e-34,"4","Phyh"
"Cchcr1.2",4.85959609981365e-39,-0.105262205691573,0.045,0.169,1.13816600253735e-34,"4","Cchcr1"
"Rrs1.2",5.27172300878362e-39,-0.166445766980883,0.254,0.408,1.23469024588721e-34,"4","Rrs1"
"E2f3.2",6.73682193292801e-39,-0.160236611108392,0.229,0.366,1.57783106491107e-34,"4","E2f3"
"Alg6.2",6.95854058623791e-39,-0.151037781683831,0.188,0.332,1.62975979070278e-34,"4","Alg6"
"Chek1.2",6.96021383548088e-39,-0.0855193877264375,0.018,0.125,1.63015168240798e-34,"4","Chek1"
"Gabarapl1.3",8.30140311686131e-39,0.0893423702109477,0.348,0.18,1.94427162400009e-34,"4","Gabarapl1"
"Sart3.2",8.44543489252639e-39,-0.146164634561276,0.347,0.446,1.97800530617861e-34,"4","Sart3"
"Sptbn1.3",8.88405111166239e-39,-0.223271376474933,0.59,0.642,2.08073361086245e-34,"4","Sptbn1"
"Mid1.3",1.0569708687747e-38,-0.145731606558528,0.155,0.316,2.47553147175723e-34,"4","Mid1"
"Lmf2.2",1.10854882946869e-38,-0.144377182224706,0.273,0.366,2.59633221349861e-34,"4","Lmf2"
"Gde1.1",1.55013836663299e-38,0.17002401408452,0.788,0.627,3.63057906849112e-34,"4","Gde1"
"Rab34.3",1.93023797465059e-38,0.102471840322708,0.41,0.23,4.52081036042914e-34,"4","Rab34"
"Sept11.3",2.00225135484427e-38,-0.182877281657382,0.382,0.518,4.68947289818078e-34,"4","Sept11"
"Syne2.2",2.10419858596961e-38,-0.157890116262131,0.078,0.21,4.92824350819942e-34,"4","Syne2"
"Hist1h2be.3",2.27886610807135e-38,-0.154476461358931,0.094,0.233,5.3373323117139e-34,"4","Hist1h2be"
"Cep57l1.2",2.68817149704712e-38,-0.161446425695008,0.169,0.323,6.29596646323407e-34,"4","Cep57l1"
"Haus3.2",2.76096263311282e-38,-0.158004252474721,0.182,0.326,6.46645058301353e-34,"4","Haus3"
"AF529169",3.27506557001844e-38,0.0677464492403233,0.132,0.034,7.67053107154018e-34,"4","AF529169"
"Uhrf2.3",3.40619631863615e-38,-0.155939775441452,0.747,0.742,7.97765239787773e-34,"4","Uhrf2"
"Speg.3",3.51054023516374e-38,0.0995861033253083,0.601,0.404,8.22203628477699e-34,"4","Speg"
"Neurl3.2",4.08127575536794e-38,0.164426953221632,0.436,0.249,9.55875594664726e-34,"4","Neurl3"
"Tmem205.2",4.2180705745852e-38,0.0914158164428957,0.365,0.194,9.87914309273599e-34,"4","Tmem205"
"Shmt2.3",4.3060483977114e-38,-0.128333188978977,0.233,0.341,1.00851959522799e-33,"4","Shmt2"
"Ssu72.3",4.57563640493438e-38,0.171151134623199,0.864,0.749,1.07165980239968e-33,"4","Ssu72"
"Slc1a3.2",5.93818042249123e-38,0.154455284903221,0.451,0.262,1.39078123675167e-33,"4","Slc1a3"
"Havcr2.3",7.70270240356116e-38,0.124420711016189,0.729,0.533,1.80404992993806e-33,"4","Havcr2"
"Bicd2.2",7.83430371227798e-38,-0.141342792307751,0.475,0.516,1.83487227245262e-33,"4","Bicd2"
"Cenpl.3",1.06346247982488e-37,-0.112174069241032,0.056,0.177,2.49073547399786e-33,"4","Cenpl"
"4931406C07Rik.2",1.30828967645243e-37,0.134248684525977,0.719,0.522,3.06414525121923e-33,"4","4931406C07Rik"
"Dhcr24.3",1.31432554798936e-37,-0.109398695181803,0.043,0.163,3.07828186594589e-33,"4","Dhcr24"
"Zfp367.2",1.53775613902303e-37,-0.110264165878913,0.056,0.179,3.60157865320583e-33,"4","Zfp367"
"Gpr157.2",1.65819124961553e-37,0.109573574772121,0.433,0.249,3.88364972572453e-33,"4","Gpr157"
"Mphosph10.2",1.69295622313774e-37,-0.182022477532337,0.493,0.592,3.96507277021089e-33,"4","Mphosph10"
"Ppih.2",1.82356035699791e-37,-0.138449046548748,0.219,0.356,4.27096071212481e-33,"4","Ppih"
"Pole4.2",2.19572054355261e-37,-0.137791943070419,0.459,0.517,5.14259708505458e-33,"4","Pole4"
"Myc.1",2.2600577890777e-37,-0.163794412807592,0.163,0.309,5.29328134779889e-33,"4","Myc"
"Gins1.2",2.75565246814817e-37,-0.119229730183184,0.099,0.236,6.45401364564983e-33,"4","Gins1"
"Dscc1.2",2.83741187321067e-37,-0.0987834293776743,0.032,0.146,6.64550234824671e-33,"4","Dscc1"
"Ccdc82.2",2.98569223867085e-37,-0.164114840559717,0.286,0.411,6.99278979219099e-33,"4","Ccdc82"
"Usp37.2",3.25194409236335e-37,-0.161229144760183,0.23,0.368,7.6163782587242e-33,"4","Usp37"
"Tmem245.2",3.31184595147209e-37,-0.177534474745067,0.47,0.553,7.75667440294278e-33,"4","Tmem245"
"Wsb2.3",3.97006472208293e-37,0.128824876688375,0.606,0.407,9.29828858559042e-33,"4","Wsb2"
"Cln8.3",4.36833598745773e-37,0.165532033381458,0.811,0.642,1.02310797162248e-32,"4","Cln8"
"AI413582.2",4.96135011920673e-37,0.135945616728493,0.682,0.485,1.16199781141941e-32,"4","AI413582"
"Rpa3.2",5.83017959482208e-37,-0.134180889448429,0.213,0.339,1.36548636290328e-32,"4","Rpa3"
"Utp20.3",7.73822557498163e-37,-0.160849023846539,0.231,0.378,1.81236981191645e-32,"4","Utp20"
"Galns.2",7.87494690234829e-37,0.101259662381254,0.445,0.262,1.84439131399899e-32,"4","Galns"
"Hist1h2ac.2",9.12264676503811e-37,-0.127367585810393,0.043,0.161,2.13661509883958e-32,"4","Hist1h2ac"
"Hist1h2ak.2",9.5605844092774e-37,-0.0761257224276242,0.012,0.108,2.23918447449686e-32,"4","Hist1h2ak"
"Etaa1.2",1.15361014323263e-36,-0.146659180100607,0.188,0.331,2.70187031646514e-32,"4","Etaa1"
"Nrp2.1",1.32230360052079e-36,0.102072699405628,0.561,0.373,3.09696726277975e-32,"4","Nrp2"
"Sun2.3",1.33400018150729e-36,-0.155153237317414,0.497,0.525,3.12436182510821e-32,"4","Sun2"
"Flcn.2",1.65945996540217e-36,0.113296617049514,0.517,0.326,3.88662118496843e-32,"4","Flcn"
"Gabpb2.2",1.93690231081432e-36,-0.19768543043528,0.481,0.582,4.53641890215822e-32,"4","Gabpb2"
"Lrrc59.3",2.15587021991329e-36,-0.143037905853879,0.607,0.646,5.04926364205891e-32,"4","Lrrc59"
"Txnrd1.2",2.31331955118229e-36,-0.175725736971475,0.426,0.518,5.41802572082404e-32,"4","Txnrd1"
"Rell1.3",2.53607668803608e-36,0.065471571212816,0.273,0.133,5.93974521104929e-32,"4","Rell1"
"Hist1h3a.2",3.26293549081087e-36,-0.0744608074198015,0.014,0.113,7.64212121302815e-32,"4","Hist1h3a"
"Cep112.2",3.44829969216843e-36,-0.141506824209519,0.168,0.297,8.07626270902768e-32,"4","Cep112"
"Hist1h3d.2",4.98986464099617e-36,-0.116605764869796,0.032,0.143,1.16867619756771e-31,"4","Hist1h3d"
"Nup107.2",5.28031424097638e-36,-0.103190021752331,0.075,0.202,1.23670239837908e-31,"4","Nup107"
"F630028O10Rik.3",6.18375897041555e-36,-0.128652951014726,0.043,0.165,1.44829818846102e-31,"4","F630028O10Rik"
"Cir1.2",7.96420741653072e-36,0.119982037256959,0.551,0.358,1.86529701902566e-31,"4","Cir1"
"Gbp7.2",8.27031797286155e-36,-0.231409622775588,0.535,0.66,1.9369911724239e-31,"4","Gbp7"
"Slc2a5.3",9.82649628364757e-36,-0.193162553513891,0.609,0.751,2.3014636945931e-31,"4","Slc2a5"
"Frrs1.2",1.00400424623785e-35,0.153536536286284,0.742,0.557,2.35147834511367e-31,"4","Frrs1"
"Creb3l2.2",1.04194123426784e-35,0.0953124736197526,0.455,0.277,2.4403305647787e-31,"4","Creb3l2"
"Larp7.3",1.11462485734269e-35,-0.163101486376406,0.391,0.488,2.61056287838231e-31,"4","Larp7"
"Myo5a.3",1.12049905756771e-35,0.184974411524545,0.688,0.512,2.62432084272934e-31,"4","Myo5a"
"Cdc25a.2",1.12490329943506e-35,-0.156106445690602,0.22,0.361,2.63463601760685e-31,"4","Cdc25a"
"Zc3h13.2",1.27900140734564e-35,-0.159897001622292,0.669,0.683,2.99554919614422e-31,"4","Zc3h13"
"Ikzf2.1",1.33638693312754e-35,0.0989166939254967,0.257,0.114,3.12995183607801e-31,"4","Ikzf2"
"Rin2.3",1.59362566087467e-35,0.183541391130494,0.903,0.804,3.73243066033456e-31,"4","Rin2"
"Ddah2.2",1.72021168575051e-35,-0.152872185216044,0.608,0.634,4.02890778919626e-31,"4","Ddah2"
"Selenow.3",1.96537524406441e-35,0.184214874467349,0.855,0.728,4.60310535912327e-31,"4","Selenow"
"Vegfb.2",2.07953005307559e-35,0.171915532696422,0.833,0.691,4.87046733730834e-31,"4","Vegfb"
"Wdr12.1",2.28350336004726e-35,-0.164973007721246,0.518,0.589,5.34819321956669e-31,"4","Wdr12"
"Cenpj.2",2.38391974183231e-35,-0.124224586442147,0.091,0.223,5.58337842734545e-31,"4","Cenpj"
"Adrb2.2",2.70354488707682e-35,-0.200856128826112,0.376,0.527,6.33197248002262e-31,"4","Adrb2"
"Tgfbi.3",2.78138004281195e-35,-0.168422044315105,0.282,0.406,6.51427019826987e-31,"4","Tgfbi"
"Msh2.3",2.78664780940376e-35,-0.151698527331759,0.293,0.389,6.52660783440455e-31,"4","Msh2"
"B930036N10Rik.2",3.1328338828602e-35,-0.135446205442677,0.081,0.214,7.33741023704687e-31,"4","B930036N10Rik"
"Mtap.2",4.36490341276654e-35,-0.148373099489334,0.284,0.404,1.02230402830405e-30,"4","Mtap"
"Pole3.2",4.41627253443513e-35,-0.124183605308908,0.299,0.38,1.03433519029005e-30,"4","Pole3"
"Lin54.2",4.91296145633855e-35,-0.140482588437875,0.177,0.31,1.15066470268905e-30,"4","Lin54"
"Tmem154",5.02586236121912e-35,0.0572537594033204,0.147,0.045,1.17710722362113e-30,"4","Tmem154"
"Utp18.2",5.60679495965134e-35,-0.146311167060907,0.284,0.406,1.31316744749994e-30,"4","Utp18"
"Trf.3",5.80946301494498e-35,0.211379819250516,0.964,0.896,1.36063433273026e-30,"4","Trf"
"Creld2.3",6.05244303512557e-35,-0.16993833120152,0.398,0.536,1.41754268325676e-30,"4","Creld2"
"Cep350.2",6.32936485806063e-35,-0.143575591448275,0.748,0.715,1.48240054340638e-30,"4","Cep350"
"Nup160.2",6.67324611436537e-35,-0.120562474991931,0.126,0.261,1.56294097244551e-30,"4","Nup160"
"Slfn9.2",7.79850111249375e-35,-0.144970439131961,0.097,0.225,1.82648694555716e-30,"4","Slfn9"
"Kif24.2",7.83126554817074e-35,-0.0683249518125995,0.014,0.107,1.83416070403707e-30,"4","Kif24"
"Dynlt1f.2",8.14856130707821e-35,-0.131042788240553,0.363,0.435,1.90847454373079e-30,"4","Dynlt1f"
"Scd2.2",8.24787472423143e-35,0.201879199857586,0.817,0.678,1.93173473916224e-30,"4","Scd2"
"Ska2.2",9.52328258235069e-35,-0.0958895212412627,0.051,0.172,2.23044801361235e-30,"4","Ska2"
"Cdkn2d.3",1.04647366041969e-34,-0.148440137084574,0.169,0.258,2.45094596006895e-30,"4","Cdkn2d"
"Akirin1.3",1.05966260277041e-34,0.149677238395657,0.872,0.728,2.48183578194857e-30,"4","Akirin1"
"Palb2.2",1.26661655456082e-34,-0.118971471215583,0.085,0.222,2.96654263243689e-30,"4","Palb2"
"C1qbp.3",1.33981130476795e-34,-0.170912663144038,0.81,0.822,3.13797205689702e-30,"4","C1qbp"
"Rbbp8.2",1.36642173635976e-34,-0.145098664785367,0.192,0.326,3.2002963487282e-30,"4","Rbbp8"
"Zfp101.2",1.5069965298437e-34,-0.126188543815689,0.115,0.247,3.52953657254694e-30,"4","Zfp101"
"Skil.1",1.56279663841127e-34,-0.190864472757055,0.694,0.763,3.66022600682303e-30,"4","Skil"
"Hist2h2bb.2",1.71436888856876e-34,-0.0809630196299541,0.016,0.111,4.01522337391689e-30,"4","Hist2h2bb"
"Pltp",1.78488036106961e-34,0.0541921118045752,0.125,0.035,4.18036829366113e-30,"4","Pltp"
"Mien1.2",2.17415425687702e-34,0.130734179808893,0.702,0.515,5.09208668503167e-30,"4","Mien1"
"Cryba4.2",3.81287197186342e-34,0.224910625696647,0.95,0.881,8.93012744530132e-30,"4","Cryba4"
"Mrc2.2",4.53690672670434e-34,-0.106543099942368,0.049,0.171,1.06258892446142e-29,"4","Mrc2"
"Pbdc1.2",4.94279846947332e-34,-0.149742249450592,0.417,0.519,1.15765282953535e-29,"4","Pbdc1"
"Tmem159.2",5.46539772604042e-34,0.101369154123444,0.43,0.254,1.28005080141593e-29,"4","Tmem159"
"Mroh1.2",6.06057187068141e-34,0.112834756052864,0.622,0.432,1.41944653783229e-29,"4","Mroh1"
"Pdcd11.2",6.1069891982962e-34,-0.155697061565438,0.335,0.445,1.43031794013295e-29,"4","Pdcd11"
"Ank2.3",6.14005750329169e-34,-0.213730381806024,0.497,0.569,1.43806286784595e-29,"4","Ank2"
"Pfkfb3.2",6.70965674566271e-34,0.192751609007058,0.538,0.412,1.57146870640166e-29,"4","Pfkfb3"
"Ndufa1.2",9.15558247972555e-34,0.164307467140108,0.827,0.73,2.14432897257652e-29,"4","Ndufa1"
"Cox6a2",1.11858810690351e-33,0.0471218084241556,0.129,0.039,2.6198452051787e-29,"4","Cox6a2"
"Blvra.3",1.58165839972785e-33,0.16123833247669,0.72,0.563,3.7044021380026e-29,"4","Blvra"
"Gas7.2",1.74082186480844e-33,0.138424037046637,0.603,0.414,4.07717888956785e-29,"4","Gas7"
"Rtn1.3",1.76554132759683e-33,-0.201797663886649,0.312,0.446,4.13507434336454e-29,"4","Rtn1"
"Samhd1.2",1.78983427590913e-33,0.0711083754344219,0.665,0.49,4.19197085760678e-29,"4","Samhd1"
"Parpbp.2",1.95397204208844e-33,-0.0719575419262272,0.015,0.108,4.57639791977534e-29,"4","Parpbp"
